iter	Logloss
792	0.07812054649
793	0.07800555005
794	0.07791762394
795	0.07773695509
796	0.07770882388
797	0.07759781241
798	0.07748815924
799	0.07743364142
800	0.07735420921
801	0.07716202966
802	0.07698720675
803	0.07685018833
804	0.07671575062
805	0.07654766398
806	0.07643588168
807	0.07635891019
808	0.07623060023
809	0.07607069606
810	0.07595504577
811	0.07583080993
812	0.07572355212
813	0.07557793895
814	0.07550484907
815	0.07539129382
816	0.07528975335
817	0.07524824068
818	0.07517992848
819	0.07510542627
820	0.07499562531
821	0.07487942006
822	0.07475769508
823	0.07465522271
824	0.07461369809
825	0.07450440842
826	0.0743631521
827	0.07419712445
828	0.07411108733
829	0.07398158855
830	0.07388383545
831	0.07378417972
832	0.0736917837
833	0.07358327476
834	0.07347660018
835	0.0733836325
836	0.07329321599
837	0.07318983898
838	0.07311028209
839	0.07300085827
840	0.07287445382
841	0.07274835467
842	0.07265970901
843	0.07260969234
844	0.07247160716
845	0.07230809979
846	0.07223922761
847	0.07206248767
848	0.07199273604
849	0.07189769513
850	0.07178804748
851	0.07172237889
852	0.07166851319
853	0.0716080989
854	0.07153910497
855	0.07146878145
856	0.07136306269
857	0.0712382133
858	0.07112423452
859	0.07100496166
860	0.07092629175
861	0.07081500976
862	0.07069205444
863	0.07060513718
864	0.07053091781
865	0.07042446531
866	0.07030087516
867	0.07022988522
868	0.07005178821
869	0.06994356738
870	0.06982838761
871	0.06974133756
872	0.06965466559
873	0.06947099519
874	0.06933099511
875	0.06922873326
876	0.06911536644
877	0.06902577719
878	0.06898714872
879	0.06884530209
880	0.06874266025
881	0.06864087286
882	0.06859236353
883	0.06845109435
884	0.06835430363
885	0.06828069906
886	0.06814230032
887	0.06806519276
888	0.06790175733
889	0.06782278102
890	0.06768906749
891	0.06755182137
892	0.06745619557
893	0.06736382475
894	0.06726170953
895	0.0671574424
896	0.06709944153
897	0.0670336062
898	0.06692531292
899	0.0669101073
900	0.06682547138
901	0.06671431348
902	0.06666206957
903	0.06648675307
904	0.06637497321
905	0.06632532155
906	0.06624351804
907	0.06622575028
908	0.06614514113
909	0.0660844535
910	0.06598811278
911	0.06582802392
912	0.06575962033
913	0.06568642405
914	0.06560047795
915	0.0655426411
916	0.06542025982
917	0.06539854587
918	0.06524828772
919	0.06519144401
920	0.06510170236
921	0.06503365779
922	0.06499362153
923	0.06492495488
924	0.0647649819
925	0.06470034502
926	0.06456644111
927	0.06447170817
928	0.06442051312
929	0.06429359051
930	0.06420557182
931	0.06415667249
932	0.06404481135
933	0.06396103404
934	0.06389477076
935	0.06381426893
936	0.06374119161
937	0.0636499234
938	0.06359416107
939	0.06357805575
940	0.06347542114
941	0.06341148811
942	0.06327549935
943	0.06305690053
944	0.06295489294
945	0.06288092732
946	0.06274994517
947	0.06267358141
948	0.06256214425
949	0.06247318237
950	0.06239603193
951	0.06229139269
952	0.0621713934
953	0.06209578506
954	0.06202090376
955	0.06189505792
956	0.06176422299
957	0.06156648197
958	0.06151081765
959	0.06145167661
960	0.06137689407
961	0.06123966966
962	0.06120940451
963	0.06112791631
964	0.06105483531
965	0.06097856104
966	0.06087552767
967	0.06078392151
968	0.06076838319
969	0.06070546999
970	0.06062774075
971	0.06053292173
972	0.06046303756
973	0.06034639143
974	0.06025856044
975	0.06017411931
976	0.06007976528
977	0.06000221696
978	0.0599350417
979	0.05981694401
980	0.05977393937
981	0.05967838427
982	0.05960458366
983	0.05954740648
984	0.05940191596
985	0.059375419
986	0.05927618848
987	0.05920029538
988	0.05909879283
989	0.05904894112
990	0.05900660446
991	0.05891779212
992	0.05880566154
993	0.05868421674
994	0.05862144981
995	0.05851043994
996	0.05843785942
997	0.05829881859
998	0.05821789601
999	0.05816563238
